,ID,Name,Age,OVA,Nationality,Club,BP,POT,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,FK Accuracy,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,Standing Tackle,Sliding Tackle,PAC,SHO,PAS,DRI,DEF,PHY
3898,201893,Recio,29,74,Spain,SD Eibar,CM,74,64,58,59,77,55,72,76,71,73,75,47,33,62,75,59,81,41,71,67,72,87,76,75,74,69,69,73,75,62,39,67,73,71,72,71
6352,216067,R. Gagliolo,30,74,Sweden,Parma,LB,74,66,44,68,66,40,56,28,22,57,68,75,73,72,71,78,71,87,74,70,57,70,72,36,26,38,71,69,76,75,74,51,53,63,72,72
1899,183921,J. Faussurier,33,74,France,Stade Brestois 29,RB,74,77,60,58,75,50,68,62,49,73,74,66,66,69,70,75,56,90,84,66,59,76,71,73,75,62,69,70,74,71,66,59,73,70,70,74
1166,171018,Mario Suárez,33,74,Spain,Rayo Vallecano,CDM,74,64,66,68,75,43,70,66,70,75,74,39,50,57,75,47,80,57,72,82,68,73,76,64,71,59,74,64,73,71,45,68,71,69,70,76
988,166708,A. Kasaev,31,74,Russia,Lokomotiv Moscow,CAM,74,73,67,57,76,68,77,72,61,72,75,78,76,69,75,81,68,57,50,72,66,58,34,73,72,63,68,26,32,28,77,67,73,76,33,63
2311,188802,M. Schmelzer,32,74,Germany,Borussia Dortmund,LB,74,71,34,68,72,47,63,73,64,63,68,68,65,65,75,63,75,75,65,74,54,80,76,54,52,46,72,76,75,74,66,48,66,65,75,73
3590,199852,N. Jørgensen,29,74,Denmark,Feyenoord,ST,74,64,75,73,74,70,72,69,62,65,75,68,66,64,73,56,80,68,72,80,74,65,31,76,74,68,79,39,36,24,67,75,70,71,38,74
92,8222,G. Heinze,35,74,Argentina,Newell's Old Boys,CB,74,67,29,72,60,54,58,73,76,66,60,44,46,58,72,77,69,76,51,73,25,76,76,40,58,55,,76,76,75,45,39,63,60,76,68
7947,225706,M. Trauco,27,74,Peru,AS Saint-Étienne,LB,74,76,37,51,76,49,76,75,64,73,76,73,69,70,70,73,71,68,79,66,64,79,71,70,69,49,68,68,74,73,71,52,74,75,69,72
3767,200984,Rafael Martins,28,74,Brazil,Vitória Guimarães,ST,74,59,74,68,67,75,66,62,65,45,72,72,72,69,70,74,87,75,70,74,70,78,20,76,58,74,70,26,27,15,72,76,60,69,28,74
1069,169051,F. Guarín,32,74,Colombia,Shanghai Greenland Shenhua FC,CAM,74,70,70,60,70,67,75,68,84,75,78,68,63,65,71,77,90,70,77,88,83,77,71,70,75,73,76,66,72,67,65,77,72,75,68,82
3777,201049,L. Tonelli,30,74,Italy,Sampdoria,CB,74,40,25,74,54,33,54,38,17,54,58,63,55,67,71,77,52,77,49,68,25,85,77,23,30,35,73,78,80,78,59,31,44,59,78,67
3587,199835,E. Emenike,30,74,Nigeria,UD Las Palmas,ST,74,63,72,70,69,71,73,46,53,64,72,83,83,72,64,70,80,73,66,86,69,71,26,72,56,66,68,19,21,22,83,73,63,72,26,77
3642,200228,Bruno,30,74,Spain,Real Valladolid CF,CB,74,21,23,77,64,23,40,49,31,64,59,34,39,30,71,31,62,62,62,86,22,80,74,36,35,42,68,76,74,73,37,32,47,46,75,78
3092,194665,S. Ilsanker,31,74,Austria,Eintracht Frankfurt,CB,74,39,45,76,63,43,50,41,33,62,53,37,77,34,73,37,70,56,74,83,62,87,77,46,53,37,62,72,75,74,59,53,53,50,75,80
4628,205895,A. Ring,29,74,Finland,New York City FC,CDM,74,66,62,54,75,66,73,70,63,70,75,77,70,77,70,74,73,79,78,72,66,82,75,63,60,59,70,72,75,69,73,65,69,74,71,76
1080,169216,S. Long,33,74,Republic of Ireland,Southampton,ST,74,72,72,76,65,69,74,54,37,49,71,85,79,69,75,72,77,93,65,64,65,80,42,76,64,72,68,31,27,24,82,72,62,73,36,69
10099,234870,E. Karaca,30,74,Turkey,Alanyaspor,RM,74,70,66,45,73,50,75,45,63,65,75,84,83,87,74,92,65,33,76,46,55,31,41,67,68,68,65,49,42,35,83,63,68,77,44,50
1852,183568,S. Langkamp,31,74,Germany,SV Werder Bremen,CB,74,32,22,81,63,22,35,23,22,57,45,51,52,51,71,46,48,65,52,83,24,73,67,25,40,38,67,77,78,77,52,29,47,42,76,72
3150,195272,M. Faraoni,28,74,Italy,Hellas Verona,RM,74,75,61,65,76,74,74,73,68,72,75,74,73,65,70,74,76,71,84,67,75,77,69,77,67,66,71,68,72,73,73,69,73,73,70,73
1445,177448,G. Svensson,33,74,Sweden,Seattle Sounders FC,CDM,74,49,34,65,75,45,64,55,33,69,70,47,35,48,74,59,66,73,85,77,47,82,73,50,64,45,72,69,73,72,40,45,64,64,71,80
2490,189857,Quique,30,74,Spain,SD Eibar,ST,74,69,77,72,66,69,72,68,59,61,70,76,71,92,77,74,72,76,66,72,73,49,44,79,62,71,70,43,37,32,73,75,65,74,43,66
3674,200438,Guilherme,29,74,Brazil,Trabzonspor,RM,74,65,65,50,73,64,75,59,70,67,73,90,92,90,70,84,71,83,73,57,68,72,61,68,70,57,71,38,56,55,91,67,69,76,51,65
9504,232514,G. Carabajal,28,74,Argentina,Unión de Santa Fe,LM,74,72,70,66,74,61,78,76,72,62,74,70,70,74,71,74,76,63,71,62,70,72,26,76,73,70,79,35,46,48,70,71,72,76,41,66
134,19896,Valerón,40,74,Spain,UD Las Palmas,CAM,74,72,60,63,83,59,75,72,67,73,83,43,32,49,80,65,49,27,26,43,63,34,27,64,88,66,,14,20,14,37,59,79,75,23,36
10063,234772,Salvi Sánchez,29,74,Spain,Cádiz CF,RM,74,70,66,43,70,54,71,68,66,69,69,91,91,79,65,86,62,59,77,43,59,52,38,67,74,63,65,35,39,41,91,63,70,72,38,54
3142,195088,M. Ninković,35,74,Serbia,Sydney FC,CAM,74,69,68,52,76,66,76,69,64,69,78,63,69,82,68,67,69,67,68,68,73,59,58,69,78,70,71,29,54,50,66,69,73,76,47,66
1458,177525,N. Dirar,34,74,Morocco,Fenerbahçe SK,RM,74,71,62,47,74,62,77,75,62,62,78,77,79,74,71,64,70,80,69,75,68,75,58,75,68,52,76,67,56,50,78,65,70,76,58,74
1871,183714,S. Terodde,32,74,Germany,Hamburger SV,ST,74,50,78,79,64,75,63,38,44,40,72,52,71,52,77,56,79,65,66,85,72,75,23,77,59,71,74,37,42,19,62,76,54,65,38,77
4723,206407,João Pereira,36,74,Portugal,Trabzonspor,RB,74,75,58,57,73,52,75,72,60,69,73,68,72,73,71,80,68,75,75,56,61,86,72,69,68,64,71,72,74,72,70,61,71,74,71,68
2219,188005,Camacho,30,74,Spain,VfL Wolfsburg,CB,74,50,58,77,78,52,64,62,59,73,74,54,53,66,74,63,76,79,34,73,54,79,79,63,73,48,74,75,78,70,53,60,69,68,76,65
1136,170159,F. Bastians,32,74,Germany,Tianjin TEDA FC,CB,74,72,52,72,72,68,56,69,60,68,55,69,50,71,74,64,73,78,83,83,61,70,75,58,58,65,70,80,74,73,59,60,68,59,76,80
9453,232294,R. Morioka,29,74,Japan,Sporting de Charleroi,CM,74,72,72,67,80,71,70,65,72,75,74,56,58,68,70,68,70,56,71,69,73,55,73,72,80,73,78,65,64,62,57,72,77,71,66,66
6330,215871,A. Jahanbakhsh,26,74,Iran,Brighton & Hove Albion,RW,74,70,68,62,71,70,79,64,46,62,77,77,78,78,72,75,84,84,73,66,74,68,42,72,73,58,75,45,37,40,78,72,68,78,43,69
2380,189218,R. Jack,28,74,Scotland,Rangers FC,CDM,74,62,57,66,75,51,69,63,52,75,75,64,66,71,75,67,70,69,91,74,61,84,79,65,70,54,83,79,78,72,65,60,70,71,77,80
824,161793,Agirretxe,30,74,Spain,Real Sociedad,ST,74,54,75,85,69,78,71,71,48,51,75,46,46,68,72,55,76,75,44,81,66,59,43,79,63,64,73,43,44,33,46,73,61,71,47,67
1232,172768,A. Surman,32,74,England,Bournemouth,CM,74,68,63,59,79,55,64,61,68,78,76,54,50,59,74,68,68,70,64,63,67,68,69,66,76,67,76,66,68,61,52,65,75,68,66,65
4465,204977,I. Piris,31,74,Paraguay,Paraguay,RB,74,68,40,58,65,40,66,65,45,66,69,91,77,88,77,79,64,90,79,68,51,77,71,48,46,55,69,68,73,71,83,48,61,70,69,74
6253,215421,Deyverson,29,74,Brazil,Deportivo Alavés,ST,74,57,75,78,60,71,70,48,31,46,73,70,74,70,77,49,74,82,68,73,63,84,34,77,55,64,67,38,39,36,72,72,54,70,41,74
1812,183346,F. Frei,31,74,Switzerland,FC Basel 1893,CDM,74,74,71,69,73,72,69,73,67,75,73,63,66,68,72,68,74,70,82,73,72,64,73,72,78,66,76,73,69,67,65,72,74,70,71,73
2572,190507,Etxeita,32,74,Spain,Getafe CF,CB,74,36,29,77,67,38,47,35,43,59,65,34,49,66,71,51,54,78,68,80,34,80,74,28,30,30,66,70,75,76,42,35,49,56,74,77
829,161999,A. Konko,32,74,France,Atalanta,RB,74,75,50,66,76,65,71,68,57,72,72,76,75,75,74,72,71,76,69,75,64,73,74,68,57,50,76,70,75,74,75,59,70,72,72,73
1657,180818,D. McGoldrick,32,74,Republic of Ireland,Sheffield United,CAM,74,63,73,71,78,70,77,68,65,68,78,64,66,73,78,76,72,74,69,71,67,57,25,76,76,78,76,36,27,19,65,72,72,77,33,68
3245,197688,Gabriel Silva,29,74,Brazil,AS Saint-Étienne,LWB,74,75,54,53,75,59,70,73,58,72,72,72,72,74,71,72,72,71,73,62,59,70,69,69,60,57,65,70,73,70,72,60,71,71,69,67
4527,205365,J. Kopic,30,74,Czech Republic,Viktoria Plzeň,LW,74,74,68,48,70,67,77,68,69,64,76,81,79,75,72,77,75,59,71,58,76,53,32,71,73,59,74,35,38,31,80,71,70,76,36,60
2672,191032,G. Töre,28,74,Turkey,Beşiktaş JK,RM,74,79,66,59,73,59,78,75,68,76,78,80,80,82,58,80,74,58,62,75,70,73,43,65,71,66,63,45,38,32,80,68,74,78,43,71
13490,245850,I. Traoré,31,74,Ivory Coast,SK Slavia Praha,CM,74,65,61,70,73,65,75,61,56,72,76,70,70,70,74,76,64,76,83,82,63,78,72,71,75,61,81,69,72,70,70,63,70,75,71,81
1818,183389,G. Sio,31,74,Ivory Coast,Gençlerbirliği SK,ST,74,68,74,71,73,73,72,73,69,67,75,75,78,78,70,73,78,71,80,79,76,77,18,76,74,72,75,40,18,12,77,75,71,73,29,78
3322,198193,R. Mak,28,74,Slovakia,Atiker Konyaspor,RM,74,71,70,58,69,69,78,72,59,64,74,84,83,80,68,74,75,73,68,64,68,55,52,73,68,65,70,30,30,26,83,70,68,76,37,64
9003,230449,Diegildo Ramos,28,74,Brazil,Flamengo,ST,74,62,74,82,68,82,70,77,76,66,74,27,32,44,75,30,88,34,50,82,81,72,12,84,66,78,75,22,28,20,30,79,67,67,28,70
2630,190761,T. Arslan,29,74,Germany,Udinese,CDM,74,67,58,58,79,65,77,76,72,75,75,75,72,71,66,76,82,56,65,65,72,79,76,66,69,76,75,66,74,69,73,67,74,75,70,67
3489,199386,B. Linssen,29,74,Netherlands,Feyenoord,ST,74,70,74,82,68,75,73,74,64,63,75,82,75,75,74,82,76,87,77,58,74,72,41,76,69,54,73,37,43,41,78,74,68,74,45,67
3458,199183,Kim Bo Kyung,30,74,Korea Republic,Jeonbuk Hyundai Motors,CAM,74,67,68,58,72,64,71,72,68,68,74,78,80,84,72,71,67,73,78,65,68,64,62,77,77,72,71,59,58,55,79,68,71,73,59,68
506,140620,R. Klavan,34,74,Estonia,Cagliari,CB,74,52,38,78,72,34,56,48,34,73,68,42,35,55,71,54,67,70,36,70,56,77,74,38,60,44,67,75,78,75,38,48,63,60,76,63
8987,230422,Murilo Sancha,32,74,Brazil,Vasco da Gama,RM,74,73,70,60,72,49,75,70,40,65,73,79,77,76,67,71,72,69,83,73,58,50,55,74,70,65,66,70,69,69,78,67,69,74,66,71
779,158856,C. Gentner,34,74,Germany,1. FC Union Berlin,CM,74,68,69,79,76,73,69,70,55,74,73,34,33,50,71,48,80,61,69,77,76,75,75,74,75,64,78,70,77,76,33,73,73,67,75,74
781,158905,P. Schwegler,33,74,Switzerland,Western Sydney Wanderers,CDM,74,70,59,68,75,65,70,62,72,76,72,48,32,71,82,71,77,78,67,65,77,65,75,68,74,66,81,76,71,71,39,67,73,71,73,66
5752,212715,S. Palacios,28,74,Argentina,Newell's Old Boys,RM,74,66,72,53,67,64,76,62,45,60,73,86,89,88,67,81,75,67,74,63,68,65,47,74,71,55,73,27,32,34,88,71,65,76,36,66
6593,218540,A. Oyongo,29,74,Cameroon,Montpellier HSC,LWB,74,69,54,42,67,45,73,69,64,64,70,84,86,87,72,75,68,72,88,71,62,74,65,68,68,59,70,67,71,70,85,59,67,74,66,76
2536,190223,Balenziaga,32,74,Spain,Athletic Club de Bilbao,LB,74,76,35,71,70,50,68,76,33,69,72,72,75,69,68,69,61,77,76,72,54,78,72,54,62,44,75,70,73,71,74,46,68,69,72,74
499,140384,Jô,32,74,Brazil,Nagoya Grampus,ST,74,64,71,77,67,74,72,62,66,56,72,57,71,67,70,51,78,69,69,89,67,50,32,73,72,72,82,19,21,20,65,72,65,70,28,75
1659,180823,R. Řezník,31,74,Czech Republic,Viktoria Plzeň,RB,74,71,58,76,68,54,67,38,47,63,69,73,78,69,72,70,62,71,77,75,54,72,70,64,65,53,65,70,72,72,76,58,65,68,71,75
2811,192565,Y. Mallı,28,74,Turkey,VfL Wolfsburg,LM,74,70,66,40,78,68,78,74,69,71,78,73,62,78,74,79,64,63,72,52,65,43,46,71,75,81,77,31,29,21,67,67,74,78,33,56
5308,210475,M. Prietl,28,74,Austria,DSC Arminia Bielefeld,CDM,74,46,49,58,74,35,64,47,42,65,72,63,66,63,71,63,53,53,92,76,56,77,73,57,65,44,71,74,73,72,65,51,62,67,72,79
4550,205493,T. Malinský,28,74,Czech Republic,SK Slavia Praha,LM,74,68,69,52,70,67,73,64,64,66,73,91,92,85,72,84,67,69,75,49,64,64,30,71,67,65,70,31,30,26,92,67,68,75,32,60
2804,192537,M. Lestienne,28,74,Belgium,Standard de Liège,LW,74,71,72,47,72,69,80,75,69,67,74,77,75,83,68,79,73,76,70,37,72,64,35,72,72,69,75,41,27,34,76,72,71,78,36,53
8896,230229,Otávio Cairinho,28,74,Brazil,Internacional,CB,74,62,43,72,64,43,44,47,55,61,56,56,59,59,67,64,61,89,62,75,54,82,72,36,44,66,69,77,75,76,58,50,58,51,75,74
8983,230417,Edercinho Sepa,20,74,Brazil,Grêmio,CDM,74,42,65,73,76,71,64,53,71,77,70,70,74,68,82,66,82,72,78,70,77,66,66,70,63,70,69,81,76,68,72,72,65,67,74,71
8895,230227,Caio Nunson,20,74,Brazil,Goiás,CB,74,53,48,77,71,44,61,69,67,57,59,55,62,50,67,52,51,72,50,85,58,88,66,34,51,46,65,72,77,72,59,50,61,59,73,76
3498,199422,J. Clasie,29,74,Netherlands,AZ Alkmaar,CM,74,71,54,34,80,71,70,77,70,77,77,68,55,71,74,89,78,63,71,66,70,72,75,63,77,64,75,73,62,58,61,64,77,73,65,68
1656,180808,O. Kúdela,33,74,Czech Republic,SK Slavia Praha,CB,74,56,51,68,74,56,68,51,46,74,70,72,71,72,73,75,59,76,78,75,55,70,78,55,63,62,78,79,73,73,71,54,66,70,75,75
6735,219835,N. Camacho,32,74,Paraguay,Olimpia Asunción,CAM,74,65,70,53,72,58,75,66,68,67,74,78,81,83,70,81,78,62,57,38,76,58,44,72,77,64,64,42,39,34,80,72,70,76,42,48
6793,220131,M. Diagne,28,74,Senegal,Galatasaray SK,ST,74,56,78,83,61,68,60,67,48,45,70,65,64,41,73,42,81,61,44,88,70,48,19,77,60,72,74,21,25,29,64,76,57,61,29,68
8900,230237,Robson Denho,28,74,Brazil,Atlético Clube Goianiense,CDM,74,65,54,53,74,45,61,79,76,68,66,66,62,61,68,64,82,66,83,75,42,78,74,71,77,73,66,77,76,71,64,59,72,63,73,77
657,152997,D. Cvitanich,36,74,Argentina,Racing Club,ST,74,65,76,75,75,73,66,67,66,66,80,63,54,67,79,74,73,77,56,70,67,68,33,83,74,80,77,31,32,34,58,74,71,71,36,66
601,149184,C. Maggio,38,74,Italy,Benevento,RB,74,74,67,72,72,76,70,71,55,72,74,68,70,71,71,69,72,82,79,77,69,72,67,72,58,57,76,71,75,73,69,69,69,71,72,77
65,5419,M. Owen,32,74,England,Stoke City,ST,74,66,84,69,73,72,77,71,65,47,78,69,54,79,75,81,76,70,34,57,52,56,20,80,72,82,,11,21,10,61,75,67,78,22,52
8897,230230,Eltildo Correia,28,74,Brazil,Atlético Mineiro,CB,74,61,41,73,67,52,45,54,48,75,55,50,61,38,77,51,71,86,69,75,45,80,72,42,44,77,75,79,75,77,56,50,61,49,76,75
708,156432,G. Hoarau,36,74,France,FC Sion,ST,74,66,78,84,73,74,68,66,59,64,72,40,46,64,75,54,78,77,52,90,68,62,34,78,68,81,74,32,53,35,43,76,68,68,44,74
9014,230468,José Mirazar,24,74,Brazil,Grêmio,LM,74,77,64,68,75,64,79,77,76,74,76,73,72,76,74,67,63,44,82,67,66,34,45,75,76,76,67,32,23,22,72,65,76,77,35,63
4145,203280,V. Germain,30,74,France,Olympique de Marseille,CAM,74,69,76,77,74,74,70,70,71,67,74,69,72,89,78,70,75,81,78,61,72,63,44,77,79,76,71,45,21,18,71,75,73,74,38,67
519,142444,P. Webó,34,74,Cameroon,Osmanlıspor,ST,74,41,76,79,64,70,70,63,59,50,71,60,61,63,73,67,72,75,60,73,70,62,32,80,62,66,80,25,23,17,61,73,57,70,30,68
9026,230507,Nicholas Aldair,28,74,Brazil,Fluminense,ST,74,66,75,72,74,74,72,63,59,58,75,59,74,66,72,54,78,74,83,79,73,67,40,72,69,74,83,23,37,46,67,75,68,71,38,77
9060,230665,Gustavo Sauer,27,74,Brazil,Boavista FC,LM,74,73,67,48,72,58,78,75,70,64,79,69,67,75,73,70,73,64,82,66,72,60,39,70,68,62,72,55,29,31,68,69,70,77,41,69
9012,230465,Allan Bardinho,28,74,Brazil,Botafogo,CAM,74,73,71,44,75,51,77,56,55,76,77,66,65,82,66,75,66,45,61,61,70,31,52,72,77,72,71,23,33,32,65,69,73,77,35,54
5332,210603,Y. Al Shahrani,28,74,Saudi Arabia,Al Hilal,LB,74,70,48,54,71,55,67,68,65,66,71,87,85,80,68,73,68,50,78,58,66,64,71,69,64,62,65,68,70,70,86,58,68,70,68,64
5331,210602,S. Al Dawsari,28,74,Saudi Arabia,Al Hilal,LM,74,67,70,58,65,69,78,69,60,60,76,82,82,82,65,75,72,44,84,71,68,81,47,71,72,62,69,55,39,49,82,70,66,77,48,75
599,148803,K. Huntelaar,36,74,Netherlands,Ajax,ST,74,63,84,75,67,80,58,72,66,44,72,45,51,53,75,62,78,74,44,77,71,76,27,86,66,62,79,32,33,23,48,79,63,63,35,68
4385,204539,L. Advíncula,30,74,Peru,Rayo Vallecano,RB,74,72,58,62,69,59,76,77,63,67,71,93,93,81,69,79,76,81,85,81,68,75,66,68,65,64,60,67,70,66,93,64,69,75,67,81
1650,180706,C. Cathcart,31,74,Northern Ireland,Watford,CB,74,39,29,77,68,30,47,39,39,64,58,38,36,50,77,50,56,70,63,77,41,75,75,33,52,28,71,77,77,75,37,37,56,52,76,73
530,142784,P. Zabaleta,34,74,Argentina,West Ham United,CB,74,74,49,74,72,50,71,68,66,64,74,52,47,61,79,64,66,76,60,69,57,85,80,67,66,64,76,79,79,77,49,56,70,71,79,70
3441,199060,G. Tzavellas,32,74,Greece,Alanyaspor,CB,74,74,53,69,67,63,57,81,75,70,69,68,67,56,67,70,79,77,70,79,73,85,70,43,49,64,66,77,74,72,67,63,66,62,73,78
2097,186551,F. Navarro,31,74,Mexico,Club León,RB,74,70,50,50,72,39,66,65,59,63,70,85,86,78,68,85,68,92,81,58,67,61,69,68,56,64,70,70,72,73,86,58,66,69,69,66
78,5984,D. Trezeguet,35,74,France,Newell's Old Boys,ST,74,48,79,83,70,80,62,54,58,52,73,38,40,58,77,49,77,67,44,80,60,55,30,86,66,84,,22,42,26,39,75,61,65,36,65
2612,190666,M. Gulde,29,74,Germany,SC Freiburg,CB,74,47,36,72,63,54,52,45,30,60,60,64,71,68,74,65,50,81,61,74,34,68,75,45,42,44,70,76,77,76,68,40,53,58,76,70
8881,230199,Vinicius Cardenha,28,74,Brazil,Fluminense,RB,74,74,52,67,68,43,71,54,46,52,62,65,79,70,74,68,46,71,79,65,42,72,71,42,45,67,73,67,75,71,73,49,60,68,71,70
2108,186589,I. Radovanović,31,74,Serbia,Genoa,CDM,74,62,40,72,74,56,65,65,58,72,71,47,57,56,71,57,83,71,64,79,77,79,79,61,73,58,73,68,75,68,53,59,70,66,73,75
2648,190868,K. Théophile-Catherine,30,74,France,Dinamo Zagreb,CB,74,67,46,70,72,37,60,66,51,67,68,71,68,69,72,70,60,86,75,81,57,78,73,37,58,45,65,67,80,76,69,50,66,64,73,79
7072,221671,Lee Jae Sung,27,74,Korea Republic,Holstein Kiel,CAM,74,68,68,55,78,61,77,68,54,72,78,72,71,83,75,76,58,55,91,49,67,65,52,75,80,44,78,39,56,45,71,65,74,78,49,63
549,143745,A. Turan,33,74,Turkey,Galatasaray SK,LM,74,76,68,65,78,78,77,79,64,77,76,67,56,71,71,72,75,70,48,57,74,88,61,74,77,73,79,69,63,60,61,72,77,76,64,62
4416,204713,J. Campbell,28,74,Costa Rica,Club León,CAM,74,73,72,65,77,68,75,72,69,70,75,82,81,84,70,68,80,80,66,77,72,70,45,76,71,70,74,32,40,42,81,74,73,75,41,73
4587,205601,C. Atsu,28,74,Ghana,Newcastle United,LM,74,69,64,47,71,58,79,70,58,62,74,88,79,88,71,93,72,65,55,33,66,43,35,73,71,73,64,30,33,32,83,67,69,79,34,42
6994,221310,A. Roa,27,74,Colombia,Independiente,LM,74,75,66,57,72,44,79,78,74,68,76,76,75,80,67,72,68,71,68,58,66,58,45,67,72,59,71,58,61,40,75,65,72,77,54,61
10,249,P. Neville,35,74,England,Everton,CB,74,73,36,69,74,63,53,45,41,72,72,52,51,65,83,70,77,71,61,76,64,78,83,48,57,69,,77,75,72,51,53,67,62,76,72
3442,199069,V. Aboubakar,28,74,Cameroon,Beşiktaş JK,ST,74,57,73,73,68,76,80,80,67,68,79,69,73,70,70,63,77,75,67,85,72,76,33,73,76,74,82,44,23,19,71,74,68,77,36,78
8675,229469,J. Meneses,27,74,Chile,Chile,LM,74,70,70,55,65,49,78,62,38,65,72,78,88,92,64,80,67,61,90,56,62,75,23,71,68,50,60,40,30,35,84,66,65,77,35,69
1251,172953,A. Mariappa,32,74,Jamaica,Watford,CB,74,57,27,77,63,21,59,33,22,61,62,52,55,54,75,72,47,79,63,72,34,69,71,50,58,44,64,74,77,78,54,34,57,61,75,70
2823,192612,M. Jajalo,32,74,Bosnia Herzegovina,Udinese,CDM,74,66,58,68,80,64,76,70,72,78,78,60,65,69,70,75,73,71,79,77,71,76,74,58,70,68,72,72,74,70,63,64,74,76,72,77
1347,176237,J. Altidore,30,74,United States,Toronto FC,ST,74,46,77,75,67,70,70,68,73,50,71,65,68,62,69,55,81,68,62,91,68,80,32,76,68,73,68,22,34,17,67,75,61,69,32,80
4600,205670,D. Gayle,29,74,England,Newcastle United,ST,74,59,76,68,64,70,71,54,75,53,73,79,77,83,75,81,76,73,66,61,71,46,35,80,48,73,75,20,24,14,78,75,58,74,28,60
2822,192608,M. Barthelmé,31,74,France,ESTAC Troyes,RM,74,74,59,64,75,51,72,68,63,71,74,70,72,75,73,80,61,54,87,66,71,69,64,70,75,58,70,51,67,69,71,62,73,73,62,71
1248,172937,G. Murray,36,74,England,Watford,ST,74,48,81,84,66,76,65,57,33,55,71,29,30,52,82,65,77,81,34,76,58,79,45,84,67,80,80,44,29,23,30,75,59,66,42,66
8995,230437,Elias Fontoira,24,74,Brazil,Internacional,CDM,74,70,69,66,73,67,74,74,75,74,75,68,69,67,76,60,68,75,73,69,72,65,75,66,77,72,82,80,67,73,69,69,74,73,73,70
1837,183491,Zanka,30,74,Denmark,Fenerbahçe SK,CB,74,47,34,75,66,40,46,30,26,62,62,63,66,60,70,59,64,73,68,83,30,84,74,46,65,27,71,73,77,70,65,40,58,54,74,79
2072,186347,M. Rybus,30,74,Poland,Lokomotiv Moscow,LB,74,75,66,47,75,65,72,77,76,65,70,78,76,76,71,79,75,74,74,60,71,74,73,66,69,67,67,74,73,68,77,69,72,72,70,67
5520,211626,D. Kądzior,28,74,Poland,SD Eibar,RM,74,85,70,60,68,70,71,87,77,74,74,76,75,79,67,82,73,79,79,60,71,59,53,74,70,50,67,44,41,42,75,70,74,73,46,66
1765,182836,A. Carroll,31,74,England,Newcastle United,ST,74,60,76,90,66,74,67,53,42,58,75,33,41,45,74,31,82,80,32,91,72,88,45,76,66,73,75,33,46,44,37,76,62,66,46,75
2962,193429,Douglas,29,74,Brazil,Beşiktaş JK,RB,74,76,59,49,75,56,79,76,56,69,70,77,83,78,71,90,78,75,64,57,67,69,64,66,60,59,65,75,75,73,80,65,70,76,70,62
2382,189224,Júnior Negão,33,74,Brazil,Ulsan Hyundai FC,ST,74,41,82,72,66,73,70,67,55,58,75,71,77,64,62,60,77,58,68,85,55,73,23,71,57,69,62,34,33,34,74,74,58,70,35,77
700,156272,Ederson,28,74,Brazil,Lazio,RW,74,75,55,63,77,71,82,77,77,71,82,69,69,76,68,75,78,66,60,69,77,72,49,70,72,74,,33,54,47,69,67,75,80,47,67
3288,198023,Ximo Navarro,30,74,Spain,Deportivo Alavés,RB,74,70,36,69,71,32,65,61,42,64,71,73,76,71,70,71,64,81,87,69,55,79,72,62,59,48,68,70,70,71,75,47,65,68,70,76
4237,203796,F. Gutiérrez,29,74,Chile,Sporting Kansas City,CM,74,69,71,51,80,66,73,79,72,71,78,68,63,80,76,79,74,42,77,58,72,73,66,72,71,74,74,55,69,53,65,72,74,76,61,65
6105,214717,L. Reyes,29,74,Chile,Chile,CDM,74,52,58,53,73,42,68,64,47,71,71,66,65,79,71,73,64,78,89,70,65,70,75,59,69,50,65,70,76,70,65,59,66,70,71,75
4309,204226,D. Lezcano,30,74,Paraguay,Paraguay,ST,74,64,75,68,68,65,73,68,75,64,73,79,80,79,68,74,76,92,79,81,71,82,48,77,74,77,79,40,42,42,80,74,68,73,45,81
13893,247131,A. Espino,28,74,Uruguay,Cádiz CF,LB,74,70,57,62,67,50,64,65,49,56,63,75,77,72,66,79,73,66,87,70,55,69,70,62,56,51,69,67,75,74,76,59,63,65,70,74
58,4077,Simão,33,74,Portugal,RCD Espanyol,CAM,74,77,68,55,74,58,77,85,80,71,80,71,68,75,77,78,73,69,48,45,75,66,31,71,76,79,,25,25,25,69,71,75,78,29,51
6417,216385,R. Ortiz,30,74,Paraguay,Olimpia Asunción,CDM,74,59,60,50,72,52,70,61,55,69,70,76,81,87,68,79,82,74,86,82,77,87,75,65,71,61,72,74,68,65,79,68,67,72,69,84
8911,230255,Edvaldisco,28,74,Brazil,Botafogo,CDM,74,71,55,69,72,61,71,62,42,74,73,73,68,65,81,64,64,69,85,62,52,67,67,66,76,42,81,74,77,64,70,56,71,71,72,69
175,35713,J. Yobo,32,74,Nigeria,Fenerbahçe SK,CB,74,48,33,75,62,43,57,63,34,56,63,71,70,72,68,57,66,67,67,83,32,75,73,31,34,22,,76,78,75,70,39,51,61,76,77
2399,189338,J. Urretaviscaya,30,74,Uruguay,Peñarol,RW,74,76,68,52,73,62,76,72,70,66,72,78,86,84,69,76,77,69,63,64,67,56,30,72,74,59,69,29,35,30,82,69,73,75,33,62
